URL,Price,Rooms,Baths,Area,Lat,Lon,Floor,Finishing,Governate,Neighbourhood
https://aqarmap.com.eg/ar/listing/6259166-for-sale-cairo-hadayek-el-ahram-mntq-n/,2950000,3,2,175,29.958194,31.093809,1,اكسترا سوبر لوكس,القاهرة الكبرى,  منطقة ن
https://aqarmap.com.eg/ar/listing/6413040-for-sale-cairo-new-cairo-compounds-hyde-park-park-corner-hyde-park/,10500000,3,3,179,29.967712,31.544248,1,بدون تشطيب,القاهرة الكبرى,  بارك كورنر 
https://aqarmap.com.eg/ar/listing/6477718-for-sale-cairo-6th-of-october-hadaeq-october-tryq-hmd-zwyl/,4582000,3,3,158,29.948675,31.055356,3,نصف تشطيب,القاهرة الكبرى,  طريق احمد زويل
https://aqarmap.com.eg/ar/listing/6155225-for-sale-red-sea-hurghada-resorts-mjwysh/,7550400,2,1,88,27.140757,33.812925,2,سوبر لوكس,البحر الأحمر,  منتجع مجاويش
https://aqarmap.com.eg/ar/listing/6089712-for-sale-north-coast-new-alamein-mntj-t-l-lmyn-ljdyd-marina-eight-m8-sed/,8200000,3,2,185,30.829998,29.006406,2,نصف تشطيب,الساحل الشمالي,  منتجع مارينا 8 
https://aqarmap.com.eg/ar/listing/6457971-for-sale-red-sea-hurghada-resorts-mntj-mjr-brym-llttwyr/,4556000,1,1,68,27.355632,33.659116,3,سوبر لوكس,البحر الأحمر,  منتجع ماجرا 
https://aqarmap.com.eg/ar/listing/6223894-for-sale-north-coast-new-alamein-mntj-t-l-lmyn-ljdyd-marina-eight-m8-sed/,6000000,2,2,138,30.829998,29.006406,2,نصف تشطيب,الساحل الشمالي,  منتجع مارينا 8 
https://aqarmap.com.eg/ar/listing/6326946-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-sun-capital/,13700000,3,3,178,29.939155,31.088315,4,نصف تشطيب,القاهرة الكبرى,  كمبوند صن كابيتال 
https://aqarmap.com.eg/ar/listing/6043532-for-sale-cairo-new-cairo-compounds-moon-valley-2/,12000000,2,2,130,30.043821,31.505796,1,نصف تشطيب,القاهرة الكبرى,  كمبوند مون فالي 2 
https://aqarmap.com.eg/ar/listing/6282554-for-sale-cairo-new-cairo-compounds-hyde-park-park-corner-hyde-park/,12500000,3,3,192,29.967712,31.544248,3,اكسترا سوبر لوكس,القاهرة الكبرى,  بارك كورنر 
