URL,Price,Address,Area,Rooms,Baths,Lat,Lon
https://aqarmap.com.eg/ar/listing/6586634-for-sale-cairo-new-cairo-compounds-kmbwnd-kryk-twn-il-cazar/,"15,000,000 جنيه",القاهرة الكبرى  /  كمبوند كريك تاون - الكازار,170 متر²,N/A,N/A,30.092861,31.503296
https://aqarmap.com.eg/ar/listing/6601018-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-solana-compound-ora/,"4,000,000 جنيه",القاهرة الكبرى  /  كمبوند سولانا - أورا,128 متر²,2,2,30.06434,30.855103
https://aqarmap.com.eg/ar/listing/6601505-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-address-home-compound-arkan/,"4,525,000 جنيه",القاهرة الكبرى  /  كمبوند ادريس هوم - أركان,181 متر²,3,3,29.921613,31.069336
https://aqarmap.com.eg/ar/listing/6601473-for-sale-cairo-el-maadi-compounds-ashgar-darna/,"3,400,000 جنيه",القاهرة الكبرى  /  كمبوند أشجار دارنا - ام سكويرد,116 متر²,2,1,29.988245,31.316528
https://aqarmap.com.eg/ar/listing/6587461-for-sale-cairo-new-cairo-south-investors-al-gezira-st/,"9,000,000 جنيه",القاهرة الكبرى  /  شارع الجزيرة,480 متر²,3,2,30.026299,31.481323
https://aqarmap.com.eg/ar/listing/6601017-for-sale-cairo-al-oubour-lhy-ltrfyhy/,"2,700,000 جنيه",القاهرة الكبرى  /  الحي الترفيهي,126 متر²,3,2,30.244832,31.442871
https://aqarmap.com.eg/ar/listing/6586719-for-sale-cairo-faisal-shareaa-el-malek-fasel/,"1,555,000 جنيه",القاهرة الكبرى  /  شارع الملك فيصل,145 متر²,3,1,30.016787,31.184692
https://aqarmap.com.eg/ar/listing/6601497-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-address-home-2-compound-arkan/,"6,336,000 جنيه",القاهرة الكبرى  /  كمبوند ادريس هوم 2 - أركان,198 متر²,3,3,29.950175,31.05835
https://aqarmap.com.eg/ar/listing/6601482-for-sale-cairo-el-maadi-zahraa-el-maadi-eighth-neighborhood/,"3,366,000 جنيه",القاهرة الكبرى  /  الشطر الثامن,102 متر²,2,1,29.978728,31.322021
https://aqarmap.com.eg/ar/listing/6586680-for-sale-cairo-faisal-shareaa-el-malek-fasel/,"1,550,000 جنيه",القاهرة الكبرى  /  شارع الملك فيصل,140 متر²,3,1,30.016787,31.184692
https://aqarmap.com.eg/ar/listing/6601481-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-address-home-2-compound-arkan/,"5,527,500 جنيه",القاهرة الكبرى  /  كمبوند ادريس هوم 2 - أركان,145 متر²,3,3,29.950175,31.05835
